"me022"::	Yeah.::	0
"me013"::	Um, so.::	0
"me013"::	If we can't, we can't. But uh we're gonna try to make this an abbreviated meeting cuz the -::	0
"me013"::	the next - next occupants were pushing for it, so.::	0
"me013"::	Um.::	0
"me013"::	So.::	0
"me013"::	Agenda is - according to this, is transcription status, DARPA demos::	0
"me013"::	X_M_L tools, disks, backups, et cetera::	0
"me013"::	and CrossPads.::	0
"me011"::	Does anyone have anything to  add to the agenda?::	0
"me013"::	O_K.::	0
"me013"::	Should we just go in order? Transcription status? Who's - that's probably you.::	0
"fe008"::	I can do that quickly. Um I hired several more transcribers, They're making great progress. Seve-  several,   several.::	0
"me013"::	Seven?::	0
"me013"::	Oh.::	0
"fe008"::	And uh -::	0
"fe008"::	and uh,::	0
"fe008"::	uh I've been uh finishing up the uh double checking.::	1
"fe008"::	I hoped to have had that done by today but it's gonna take one more week.::	0
"me011"::	Um::	0
"mn014"::	I g-::	0
"me011"::	as a  somewhat  segue into the next topic, um::	0
"me011"::	could I get a hold of uh::	0
"me011"::	the data even if it's not really corrected yet just so I can get the data formats::	0
"me011"::	and make sure the information retrieval stuff is working?::	0
"fe008"::	Certainly. Yeah I mean, it's in the same place it's been.::	0
"me011"::	So can you just -::	0
"me011"::	Oh,  it  is.  O_K. Just - So, "transcripts"::	0
"fe008"::	Uh-huh. No change.::	0
"fe008"::	Uh -::	0
"me011"::	is the sub-directory?::	0
"fe008"::	Yes. Uh-huh.::	0
"me011"::	O_K.::	0
"me011"::	So I'll - I'll probably just make some copies of those rather than use the ones that are there.::	0
"fe008"::	O_K.::	0
"me011"::	Um and then::	0
"me011"::	just - we'll have to remember to::	0
"me011"::	delete them once the corrections are made.::	0
"fe008"::	O_K.::	0
"me013"::	O_K, wh-::	0
"mn014"::	I also got anot- a short remark to the transcription. I've uh just processed the first five E_D_U meetings and they are chunked up so they would - they probably can be sent to I_B_M::	1
"mn014"::	whenever they want them.::	1
"me018"::	Well the second one of those::	0
"me001"::	Cool.::	0
"mn014"::	Yep. It's already at I_B_M, but the other ones - Yeah.::	0
"me018"::	is already at I_B_M.::	0
"me018"::	That's the one that  we're waiting to hear from them on.::	0
"mn014"::	Yeah.::	0
"me018"::	Yeah.::	0
"fe008"::	O_K.::	0
"fe008"::	These are  separate  from the ones that - I mean, these are -::	0
"me018"::	As soon as -::	0
"me018"::	They're the I_B_M set.::	0
"me011"::	It's  this  one.::	0
"mn014"::	Yep.::	0
"fe008"::	Excellent. Good.::	0
"me018"::	Yeah.::	0
"me011"::	Is my mike on? Yeah.::	0
"me018"::	And so as soon as we hear::	0
"me018"::	from Brian::	0
"me018"::	that::	0
"me018"::	this one is O_K and we get the transcript back and we find out that::	1
"me018"::	hopefully there are no problems matching up the transcript::	0
"me018"::	with what we  gave::	0
"me018"::	them,::	1
"me018"::	then uh we'll be ready to go and we'll just send them the next four as a big batch,::	1
"fe008"::	Excellent.::	0
"me018"::	and let them work on that.::	0
"me011"::	And so we're doing those as disjoint from the ones we're transcribing here?::	0
"me018"::	Yes, exactly. We're sort of doing things in parallel, that way we can get as much done a- at once. Yeah.::	1
"me011"::	O_K, good.::	0
"me011"::	Yeah, I think that's the right way to do it, especially for the information retrieval stuff.::	0
"me011"::	Anything else on transcription status?::	0
"fe008"::	Hm-mmm.::	0
"me011"::	O_K.::	0
"me013"::	DARPA demos, we had the submeeting the other day.::	1
"me011"::	Right, which uh -::	0
"me011"::	So I've been working on using the THISL tools to do information retrieval on meeting data::	0
"me011"::	and the THISL tools are -::	0
"me011"::	there're two sets, there's a back-end and a front-end, so the front-end is the user interface and the back-end is the indexing tool and the querying tool.::	1
"me011"::	And so I've written some tools to convert everything into the right for- file formats.::	0
"me011"::	And the::	0
"me011"::	command line version of the indexing and the querying is now working.::	0
"me011"::	So at least on the  one  meeting that I had the  transcript  for::	0
"me011"::	uh  conveniently  you can now do information retrieval on it, do - type in a - a string and get back a list of start-end times for the meeting,::	0
"me011"::	uh of hits.::	0
"me018"::	What - what kind of uh - what does that look like? The string that you type in. What are you - are you - are they keywords, or are they - ? O_K.::	0
"me011"::	Keywords.::	0
"me018"::	I see.::	0
"me011"::	Right? And so - and then it munges it to pass it to the THISL I_R which uses an S_G_M_L-like::	0
"me011"::	format for everything.::	0
"me018"::	I  see.::	0
"me013"::	And then::	0
"me013"::	does it play something back or that's something you're having to program?::	0
"me011"::	Um, right now, I have a tool that will  do  that on a command line using our standard tools,::	0
"me013"::	Yeah.::	0
"me011"::	but my intention is to do a prettier user interface based  either  -::	1
"me011"::	So - so that's the other thing I wanted to  discuss,  is well what should we  do  for the user interface? We have::	0
"me011"::	two  tools that have already been written. Um the  SoftSound  guys did a  web-based  one,::	0
"me013"::	Mm-hmm.::	0
"me011"::	um, which I haven't used, haven't looked at. Dan says it's pretty good::	0
"me013"::	Mm-hmm.::	0
"me011"::	but it  does  mean you need to be running a web server.::	1
"me013"::	Mm-hmm.::	0
"me011"::	And so it - it's pretty big and complex.::	1
"me011"::	Uh and it would be difficult to port to Windows because it means porting the  web  server to Windows.::	1
"me013"::	Mm-hmm.::	0
"me011"::	Uh the other option is Dan did the Tcl-T_K THISL GUI front-end::	1
"me013"::	Yeah.::	0
"me011"::	for Broadcast News which I think looks great. I think that's a nice demo.::	1
"me011"::	Um and that would be much easier to port to Windows.::	0
"me011"::	And so I think  that's  the way we should  go.::	0
"fe008"::	I - Can I ask a question? So um::	0
"me011"::	Mm-hmm.::	0
"fe008"::	as it stands within the - the Channeltrans interface, it's  possible  to do a find and a play.::	0
"fe008"::	You can find a searched string and play. So e- Are you - So you're adding like um,::	0
"fe008"::	I don't know, uh are they fuzzy matches or are they  uh - ?::	0
"me011"::	It's a sort of standard,::	0
"me011"::	text-retrieval-based -::	0
"me011"::	So it's uh term frequency, inverse document frequency scoring.::	0
"fe008"::	O_K.::	0
"me011"::	Um::	0
"me011"::	and then there are all sorts of metrics for spacing how far apart they have to be and things like that.::	0
"me011"::	So it - it's::	0
"fe008"::	It's a lot more sophisticated than the uh::	0
"me011"::	i-::	0
"me011"::	it's like doing a Google query or anyth- anything else like that.::	0
"fe008"::	the basically Windows-based -::	0
"me011"::	So i- it uses - So it pr- produces an index ahead of time so you don't - you're not doing a linear search through all the documents.::	0
"fe008"::	O_K.::	0
"me011"::	Cuz you can imagine if - with - if we have the sixty hours' worth you do - wouldn't wanna do a search.::	0
"fe008"::	Hm-mmm.::	1
"me011"::	Um you have to do preindexing and so that - these tools do all that.::	0
"fe008"::	Good.::	1
"me011"::	And so the work to get the  front-end  to work would be porting it -::	0
"me011"::	well -::	0
"me011"::	uh to get it to work on the  UNIX  systems,  our  side is just::	0
"me011"::	rewriting them and modifying them::	0
"me011"::	to work for  meetings.  So that it understands that they're different speakers and that it's one big audio file instead of a bunch of little ones and just::	0
"me013"::	Mm-hmm.::	0
"me013"::	Mm-hmm.::	0
"me011"::	sorta things like that.::	0
"fe016"::	Mm-hmm.::	0
"me018"::	So what does the user see as the result of the query?::	0
"me011"::	On  which  tool?::	0
"me018"::	THISL.::	0
"me011"::	The THISL GUI tool which is the one that Dan wrote, Tcl-T_K::	0
"me018"::	Yeah.::	0
"me011"::	um you type in a query and then you get back a list::	0
"me011"::	of hits::	0
"me011"::	and you can type on them and listen to them.::	0
"me011"::	Click  on them rather  with a mouse.::	0
"me018"::	Ah.::	0
"me018"::	So if you typed in "small heads" or something you could::	0
"me013"::	Mmm::	0
"me011"::	Right, you'd get -::	0
"me018"::	get back a uh uh::	0
"me011"::	something -::	0
"me018"::	something that would let you click and listen to some audio where that phrase had occurred or some-::	0
"me011"::	You - you'd get to listen to "beep".::	0
"me013"::	That was a really good look.  It's too bad that that couldn't  come into the -::	0
"me011"::	You couldn't get a video.::	0
"fe016"::	Guess who I practice on?::	0
"fe008"::	At  some  point we're gonna have to say what that private joke  is,  that keeps coming up.::	0
"me013"::	Yeah.::	0
"me013"::	And then again, maybe not. So,  uh -::	0
"me013"::	Yeah, that soun- that sounds reasonable. Yeah, it loo- it - my - my recollection of it is it's - it's a pretty reasonable::	0
"me011"::	Right.::	0
"me013"::	uh demo sort of format.::	0
"me018"::	Yeah that sounds good. That sounds really neat.::	0
"me011"::	And so I think::	0
"me011"::	there'd be minimal effort to get it to work,  minimally  and then we'd  wanna   add things like query by speaker and by meeting and all that sort of stuff.::	0
"me011"::	Um Dave Gelbart expressed some interest in working on that so I'll work with him on it.::	0
"me011"::	And it - it's looking pretty good, you know, the fact that I got the query system working.::	0
"me011"::	So if we wanna just do a video-based one I think that'll be easy.::	0
"me013"::	Mm-hmm.::	0
"me011"::	If we wanna get it to Windows it's gonna be a little more work because the::	0
"me011"::	THISL::	0
"me011"::	I_R, the information retrieval tool's - um, I had difficulty just compiling them on Solaris.::	0
"me013"::	Mm-hmm.::	0
"me011"::	So getting them to compile on::	0
"me011"::	Windows might be challenging.::	0
"me013"::	Mm-hmm.::	0
"me018"::	But you were saying that - that the uh -::	0
"me011"::	So.::	0
"me018"::	that there's that set of tools, uh,  Cygnus  tools, that -::	0
"me011"::	It certainly helps. Um, I mean  without  those I wouldn't even  attempt  it.::	0
"me018"::	Uh-huh.::	0
"me018"::	Yeah.::	0
"me013"::	Mm-hmm.::	0
"me011"::	But what those - they - what those do is provide sort of a B_S_D compatibility layer,::	0
"me011"::	so that the normal UNIX function calls all work.::	0
"me013"::	Mm-hmm.::	0
"me013"::	Mm-hmm.::	0
"me011"::	Um,::	0
"me018"::	And you have to have all the o-::	0
"me011"::	But the  problem  is that - that the THISL tools didn't use anything like Autoconf::	0
"me011"::	and so you have the normal porting problems of::	0
"me011"::	different header files and th- some things are defined and some things aren't::	0
"me011"::	and uh::	0
"me011"::	different compiler work-arounds and so on. So the fact that::	0
"me011"::	um it took me a day to get it c- to compile under  Solaris  means it's probably gonna take me::	0
"me011"::	s- significantly  more  than that to get it to compile under Windows.::	0
"me013"::	How about having it run under  free   B_S_D?::	0
"me022"::	Well what you need -::	0
"me011"::	Free B_S_D would probably be easier.::	0
"me022"::	All you need to do is say to Dan::	0
"me022"::	"gee it would be nice if this worked under  Autoconf " and it'll be done in a day.::	0
"me011"::	That's  true.::	0
"me022"::	Right?::	0
"mn014"::	Uh -::	0
"me011"::	Actually you know I should  check  because he did port it to  SPRACHcore::	0
"me011"::	so he might have  done  that  already.::	0
"me022"::	Right.::	0
"me022"::	I - I - I wouldn't be surprised.::	0
"me013"::	So -::	0
"me011"::	I'll check at that -::	0
"me018"::	How does it play?::	0
"me022"::	What I -::	0
"me013"::	But it would - what would serve - would serve both purposes, is if you contact him and ask him if he's already done it.::	0
"me011"::	Yeah, right.::	0
"me013"::	If he has then you learn, if he hasn't then he'll  do  it.::	0
"me011"::	Right.::	0
"fe008"::	Wow.::	0
"me018"::	I hope he never listens to these meetings.::	0
"me011"::	That's right.::	0
"me011"::	So, and I've been corresponding with Dan and also with uh::	0
"fe008"::	It's amazing.::	0
"me013"::	Yeah.::	0
"me011"::	uh,::	0
"me011"::	SoftSound  guy, uh -::	0
"me011"::	Blanking on his name.::	0
"me018"::	Tony Robinson?::	0
"me013"::	Tony Robinson?::	0
"me011"::	Do I mean Tony? I guess I  do.::	0
"me013"::	Yeah.::	0
"me011"::	Or S- or Steve Renals.::	0
"me022"::	James Christie.::	0
"me011"::	Which one do I mean?::	0
"me013"::	Steve Renal- Steve Renals.::	0
"me022"::	Steve Renals is not SoftSound, is he?::	0
"me013"::	No.::	0
"me011"::	My brain is not working, I don't remember who I've been corresponding with.::	1
"me013"::	O_K.::	0
"me022"::	Steve wro- i- it's Ste- Steve Renals wrote::	0
"me022"::	THISL I_R.::	0
"me011"::	Then it's Steve Renals.::	0
"me022"::	O_K.::	0
"me013"::	Oh, O_K.::	0
"me011"::	So uh just getting documentation and uh and f- and formats, so that's all going pretty well, I think we'll be O_K with that.::	1
"me013"::	Yeah.::	0
"me022"::	Right.::	0
"me013"::	Assuming we're -::	0
"me018"::	What about issues of playing  sound  files  @@  between the two platforms?::	0
"me011"::	Um::	0
"me011"::	we have -::	0
"me011"::	Well,  that's  a good point too.::	0
"me022"::	Here's a - here's a crazy idea  actually.::	0
"me011"::	I don't know.::	0
"me022"::	Why don't you try and merge  Transcriber  and THISL I_R?::	0
"me011"::	Well this is one of the reasons -::	1
"me022"::	They're both Tcl interfaces.::	0
"me011"::	This is the - one of the reasons that I'm gonna have uh Dave Gelbart - Gelbart -::	0
"me011"::	Having him volunteer to work on it is a really good thing::	0
"me011"::	because he's worked on the Transcriber stuff::	0
"me022"::	Right.::	0
"me011"::	and he's more familiar with Tcl-T_K than I am.::	0
"me022"::	And then you get - they - then you get the Windows media playing for free.::	0
"me011"::	Well that's  Snack,  not - not Transcriber.::	0
"me022"::	Right.  But the point is that the Transcriber uses Snack and then you can - but you can use a - a lot of the same functionality and it's -::	0
"me011"::	Yeah, yeah, I mean, I - I think THISL - THISL GUI  probably  uses Snack.::	1
"me011"::	And so my intention was just to base it on that.::	0
"me022"::	Yeah.::	0
"me022"::	Well my thought was is that it would be nice - it would be nice to have the running transcripts::	0
"me011"::	And if it  doesn't  -::	0
"me022"::	um eh you know, from speaker to speaker.::	0
"me022"::	Right? Do you have - you have, you know, a speaker mark here and a speaker mark here?::	0
"me011"::	Right, we'll have to figure out a user interface for that, so.::	0
"me022"::	Right.::	0
"me022"::	Well that - eh my thought was if you had like Multitrans or whatever::	0
"me022"::	do  it.::	0
"me022"::	Or whatever.::	0
"me011"::	Yeah.::	0
"me011"::	It might be  fairly  difficult to get that to work in::	0
"me011"::	the little short segments we'd be talking about and having::	0
"me011"::	the search tools and so on. We - we can look into it, but -::	0
"me022"::	Yeah.::	0
"me013"::	The thing I was asking about with, um, free B_S_D is that it might be easier to::	0
"me013"::	get PowerPoint shows::	0
"me013"::	running in free B_S_D than to get this other package running in -::	0
"me011"::	Yeah, I mean we have to - I have to sit down and  try  it before I make too many judgments, so uh::	0
"me013"::	Yeah.::	0
"me011"::	Um::	0
"me011"::	My experience with the Gnu compatibility library is  really::	0
"me011"::	it's just as hard and just as easy to port to any system.::	0
"me011"::	Right? The Windows system isn't any harder because it - it looks like a B_S_D system.::	0
"me013"::	Mm-hmm.::	0
"me011"::	It's just, you know, just like all of them, the "include" files are a little different and the function calls are a little different.::	0
"me013"::	Right.::	0
"me011"::	So I - it  might  be a little easier but it's not gonna be a lot easier.::	0
"me013"::	O_K.::	0
"me013"::	So there was  that  demo, which was one of the main ones, then we talked about::	0
"me013"::	um some  other  stuff which would basically be::	0
"me013"::	um showing off the - the Transcriber interface  itself  and as you say,  maybe  we could even  merge  those in some sense, but - but um,::	0
"me013"::	uh - and part of that was showing off what the speech-non- uh nonspeech  stuff that Thilo has done   s-   looks like.::	0
"mn014"::	Yeah.::	0
"fe008"::	Can I ask one more thing about THISL?::	0
"me011"::	Mm-hmm.::	0
"fe008"::	So with the I_R stuff then you end up with a somewhat prioritized um - ?::	0
"me011"::	Mm-hmm, ranked.::	0
"fe008"::	Excellent. Excellent.::	0
"fe008"::	Yeah.::	0
"fe016"::	So  another  idea I w- t- had::	1
"fe016"::	just now actually for the  demo  was::	0
"fe016"::	whether it might be of interest to sh- to show some of the prosody uh::	0
"fe016"::	work that  Don's  been doing.::	1
"me013"::	Mm-hmm.::	0
"fe016"::	Um actually show some of the  features  and then show for instance a task like finding sentence boundaries or finding turn boundaries.::	1
"fe016"::	Um,::	0
"fe016"::	you know, you can show that  graphically,  sort of what the features are doing. It, you know, it doesn't work  great  but it's definitely giving us  something.::	1
"me013"::	Well I think at -::	1
"fe016"::	I don't know if that would be of interest or not.::	1
"me013"::	at the very least we're gonna want something  illustrative  with that cuz I'm gonna want to  talk  about it and so i- if there's something that shows it  graphically::	1
"fe016"::	Yeah.::	0
"me013"::	it's much better than me just having a bullet point::	1
"me013"::	pointing at something I don't  know  much about, so.::	0
"fe016"::	I mean, you're looking at this now - Are you looking at Waves or Matlab?::	0
"me001"::	Um yeah I'm  starting  to and::	0
"me001"::	um -::	0
"me001"::	Yeah we can  probably  find some examples::	1
"me001"::	of different type of prosodic::	0
"fe016"::	Yeah def-::	0
"me001"::	events going on.::	1
"me013"::	S- so when we here were having this demo meeting, what we're  sort  of coming up with is that we wanna have all these pieces together, to first order, by the end of the month::	1
"fe016"::	I-::	0
"me013"::	and then that'll give us a week or so.::	0
"fe016"::	Oh, the end of  this  month or next month?::	0
"me001"::	Ooo. The end of -::	0
"me011"::	This  month.::	0
"fe016"::	Oh, you mean like  today?::	0
"me013"::	Ju-::	0
"fe016"::	Oh.::	0
"me011"::	Oh sorry,  next  month.  Today isn't  June first, is it.::	0
"me013"::	June. June. June.::	0
"fe016"::	Next  month. Sorry.  O_K.::	1
"me001"::	Yeah.::	0
"me018"::	There's another one.::	0
"me022"::	Exactly.::	0
"me013"::	Uh -::	1
"me013"::	that'll - that'll give us -::	0
"fe016"::	Sorry.::	0
"me013"::	that'll give us a week or so to uh - to port things over to my laptop and make sure  that  works, yeah.::	1
"fe016"::	I think, I mean eh where -::	0
"me001"::	Yeah, I mean  I'll  be here.::	0
"fe016"::	Yeah if d- if Don can sort of talk to whoever's - cuz we're doing this anyway as part of our -::	0
"me013"::	Yeah.::	0
"fe016"::	you know, the  research,  visualizing what these features are doing and so either -::	0
"me013"::	Yeah.::	0
"fe016"::	it might not be integrated but it -::	0
"fe016"::	it could potentially be in it.::	0
"fe016"::	Could find some.::	0
"me013"::	Yeah. Well, this is to an audience of researchers so I mean, you know,::	0
"me013"::	to let s- the goal is to let them know what it is we're doing. So that's -::	0
